seconds_elapsed,gyroscope_z,gyroscope_y,gyroscope_x,gravity_z,gravity_y,gravity_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,magnetometer_z,magnetometer_y,magnetometer_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,watchBarometer_relativeAltitude,watchBarometer_pressure,orientation_yaw,orientation_qx,orientation_qz,orientation_roll,orientation_qw,orientation_qy,orientation_pitch,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x,barometer_relativeAltitude,barometer_pressure,accelerometer_z,accelerometer_y,accelerometer_x,heartRate_bpm,wristMotion_rotationRateX,wristMotion_rotationRateY,wristMotion_rotationRateZ,wristMotion_gravityX,wristMotion_gravityY,wristMotion_gravityZ,wristMotion_accelerationX,wristMotion_accelerationY,wristMotion_accelerationZ,wristMotion_quaternionW,wristMotion_quaternionX,wristMotion_quaternionY,wristMotion_quaternionZ
95.000000,0.429681,0.020378,0.119496,-9.580071,1.223918,-1.577711,-904.581887,-247.558681,-31.097030,-27.365503,18.948213,-47.989565,0.426515,0.023184,0.118996,1.530001,100.870361,-2.820432,-0.089649,-0.978711,-0.163199,0.163722,0.049305,-0.125165,-0.991698,-0.360824,-0.162307,1.337013,1009.192657,-0.130490,-4.764855,-0.005821,,0.239567,-0.206640,-0.195472,-0.591675,0.554724,0.581575,-0.058433,0.235045,-0.400236,0.054803,0.570111,-0.680609,0.452341
96.000000,-0.044753,-0.088911,0.154937,-9.377160,-0.629139,-2.739044,-900.843940,-239.480006,-24.807838,-25.910706,48.429335,-73.510974,-0.046437,-0.085281,0.163462,,,-2.592188,-0.127645,-0.953154,-0.284232,0.263570,-0.068970,0.064270,-1.140143,-0.111213,-0.338049,,,-1.820719,-0.457419,-0.562747,,0.125797,0.210662,-0.103172,-0.752038,0.531166,0.378804,-0.179318,0.119963,0.046004,0.055141,0.626786,-0.543771,0.552958
97.000000,0.009727,0.003157,0.002011,-9.316192,-1.092497,-2.860960,-893.176479,-240.989396,-30.276013,-21.803208,-24.758507,-79.290748,0.007214,0.004202,0.003759,1.390000,100.872177,-2.611461,-0.128566,-0.955066,-0.297954,0.250676,-0.092067,0.111635,-1.028440,-0.041029,-0.063819,1.648808,1009.155350,-0.765845,0.695550,2.250353,,0.008872,-0.015339,-0.002441,-0.796837,0.518978,0.308849,0.192429,0.213100,0.083874,0.079065,0.612270,-0.528679,0.582404
98.000000,0.008122,0.006716,0.008173,-9.331521,-1.077410,-2.816258,-888.326173,-246.415342,-20.967594,-131.943124,-17.649707,-62.925014,0.005244,0.004901,0.008938,,,-2.606372,-0.126225,-0.954743,-0.293107,0.253449,-0.091042,0.110088,-1.073123,-0.004556,0.069901,1.648808,1009.155350,-1.182522,1.043253,3.523852,,-0.013497,0.012055,-0.021871,-0.804156,0.509545,0.305599,0.270115,0.311779,0.143162,0.086832,0.611293,-0.528294,0.582752
99.000000,-0.005764,-0.002416,-0.007181,-9.327636,-1.064926,-2.833855,-889.309506,-259.014117,-19.878990,-155.850554,44.278906,13.482931,-0.008466,-0.000784,-0.004043,,,-2.601551,-0.127059,-0.954023,-0.294951,0.255764,-0.090977,0.108807,-1.051002,-0.024071,0.000260,1.064854,1009.225159,-0.979180,0.822637,2.823245,,-0.003791,-0.016998,0.025303,-0.800093,0.516337,0.304498,0.211997,0.255343,0.112127,0.085826,0.607578,-0.532014,0.583359
100.000000,-0.005006,-0.003651,-0.002060,-9.341418,-1.034323,-2.799721,-894.386956,-242.992576,-21.640280,-214.020806,40.997269,112.465289,-0.007992,-0.006013,0.000151,1.390000,100.874725,-2.612575,-0.126180,-0.955679,-0.291191,0.250913,-0.088310,0.105668,-0.976034,-0.079708,-0.232808,1.014648,1009.231186,-0.229595,0.251925,0.516375,,-0.021479,-0.001743,0.002386,-0.775792,0.538877,0.328189,0.046184,0.055197,0.021959,0.074862,0.603632,-0.547461,0.574709
101.000000,-0.003035,0.001542,0.003959,-9.341110,-1.033513,-2.800995,-896.533073,-243.771403,-19.612751,-210.512460,42.854522,143.924212,-0.005900,0.000442,0.006212,,,-2.612750,-0.126263,-0.955693,-0.291325,0.250830,-0.088277,0.105585,-0.955773,-0.095133,-0.284234,0.948593,1009.238968,-0.031158,0.101040,0.014190,108.000000,-0.010217,0.011768,-0.001742,-0.767210,0.546675,0.335439,0.004534,0.012002,-0.002585,0.073002,0.600060,-0.554650,0.571791
102.000000,-0.000476,0.002348,-0.002310,-9.345506,-1.053618,-2.778790,-899.355167,-236.477695,-32.055974,-183.769770,68.633311,148.639367,-0.003381,0.001628,-0.000041,,,-2.614890,-0.124980,-0.956092,-0.289014,0.249751,-0.088834,0.107647,-0.953791,-0.099465,-0.292198,0.755703,1009.262314,-0.008229,0.077524,-0.086371,,-0.041489,-0.005783,0.013209,-0.765309,0.544992,0.342391,-0.008495,-0.003271,-0.005538,0.077257,0.597212,-0.560817,0.568175
103.000000,-0.001397,-0.000177,0.001044,-9.348342,-1.044210,-2.772814,-897.067729,-242.403893,-36.873115,-179.525315,66.169189,147.168504,-0.004138,-0.000625,0.002600,0.950000,100.885353,-2.616092,-0.124840,-0.956291,-0.288344,0.249280,-0.088216,0.106682,-0.954339,-0.097587,-0.290905,0.628872,1009.277344,-0.009973,0.088096,-0.079616,,-0.025838,-0.000751,0.008246,-0.758276,0.539654,0.365747,-0.002841,-0.001923,-0.005743,0.086061,0.592123,-0.576418,0.556520
104.000000,-0.001625,0.000119,0.000962,-9.345933,-1.054135,-2.777165,-878.958116,-247.917499,-23.217250,-170.698122,36.901192,156.823873,-0.004452,-0.000738,0.002963,,,-2.617358,-0.125000,-0.956410,-0.288842,0.248575,-0.088684,0.107700,-0.954399,-0.100378,-0.290323,0.607731,1009.279861,-0.012964,0.069129,-0.070623,,-0.011606,0.000740,0.003520,-0.753536,0.538613,0.376920,-0.004708,0.002496,-0.005676,0.090492,0.587863,-0.585553,0.550770
105.000000,-0.000033,0.003919,-0.001677,-9.351496,-1.047000,-2.761067,-887.939785,-243.120297,-23.346581,-186.961295,8.874156,145.264309,-0.002569,0.002248,0.000711,0.590000,100.890862,-2.617119,-0.124251,-0.956494,-0.287097,0.248822,-0.088133,0.106968,-0.954608,-0.098161,-0.282465,0.605091,1009.280243,-0.009515,0.088965,-0.000568,,0.000864,-0.002658,-0.008920,-0.757842,0.537086,0.370345,0.000132,0.005130,-0.003690,0.091293,0.588447,-0.582140,0.553603
106.000000,0.000210,-0.005619,-0.001713,-9.362160,-1.043801,-2.725872,-883.852681,-236.218460,-23.379834,-191.895266,6.585130,145.518460,-0.002337,-0.006719,0.000565,,,-2.610263,-0.122190,-0.955867,-0.283325,0.252290,-0.087925,0.106640,-1.062842,-0.015314,0.027570,0.560169,1009.285583,-1.069930,0.897741,3.018454,104.000000,2.021403,0.713114,-0.003302,-0.600433,0.345501,-0.004142,0.229723,0.204318,0.270077,0.047242,0.424266,-0.406412,0.671600
107.000000,0.001119,0.001323,0.000311,-9.355993,-1.023361,-2.754725,-882.427391,-238.756219,-21.335540,-198.951503,22.935234,140.178308,-0.001792,0.000333,0.002176,,,-2.617494,-0.124227,-0.956604,-0.286343,0.248859,-0.086861,0.104544,-0.954395,-0.097901,-0.291165,0.560169,1009.285583,-0.003842,0.062858,-0.099591,,-0.018944,0.131524,-0.158528,0.116003,-0.357987,-0.924669,0.004713,-0.029596,0.005291,0.017552,-0.055900,0.183750,0.980771
108.000000,-0.000011,0.000593,0.000413,-9.355998,-1.021390,-2.755440,-883.787506,-234.726970,-25.355044,-200.205763,27.031683,135.759053,-0.002649,-0.000877,0.001639,0.570001,100.892410,-2.617392,-0.124282,-0.956589,-0.286413,0.248920,-0.086780,0.104342,-0.954589,-0.098048,-0.290865,,,-0.003722,0.060801,-0.097694,,-0.082126,-0.010337,0.020290,0.109942,-0.295241,-0.948911,-0.009153,-0.005962,0.004433,0.018327,-0.052885,0.150569,0.986970
109.000000,0.000095,-0.000496,-0.000496,-9.355526,-1.017207,-2.758586,-882.960845,-236.990191,-23.779925,-200.312687,24.660285,137.439362,-0.002886,-0.001165,0.001657,,,-2.617357,-0.124492,-0.956567,-0.286736,0.248955,-0.086618,0.103913,-0.954038,-0.097959,-0.290629,,,-0.001647,0.057082,-0.091464,,-0.010976,-0.013848,-0.000657,0.096962,-0.259072,-0.960962,-0.000454,0.001151,0.002192,0.014227,-0.047077,0.131509,0.990090
110.000000,-0.000016,0.000553,0.000058,-9.352666,-1.004602,-2.772862,-882.988752,-236.904621,-23.770480,-200.339133,24.761071,137.357899,-0.002688,-0.001178,0.001649,0.390000,100.891609,-2.617064,-0.125360,-0.956445,-0.288223,0.249129,-0.086206,0.102621,-0.954540,-0.098050,-0.290641,,,-0.007190,0.043852,-0.078132,,0.010149,0.019300,-0.018115,0.101886,-0.258063,-0.960731,0.000484,0.000179,0.004297,0.016823,-0.049230,0.131174,0.989990
111.000000,-0.000145,0.002732,0.001363,-9.350163,-0.993879,-2.785146,-882.825928,-236.850166,-23.889275,-200.045044,24.866829,137.269569,-0.002944,0.001599,0.002414,,,-2.616946,-0.126112,-0.956357,-0.289503,0.249214,-0.085849,0.101522,-0.954208,-0.099472,-0.291718,,,-0.011539,0.017119,-0.066422,,,,,,,,,,,,,,
